POINT_X,POINT_Y,SLOPE,TWI,ASPECT,ECA_SHALLOW,NDVI,CWSI
209837.1267,626315.3455,2.7725,8.9122,290,30.407,0.4168,NA
209818.1953,626315.3821,3.2054,10.3316,281,31.1868,0.5031,0.7253
209793.0317,626315.3885,5.0411,5.7635,336,51.4615,0.375,NA
209787.2678,626315.429,5.3044,6.1244,336,43.3097,0.4851,0.6208
209856.603,626314.9812,2.7422,9.0279,292,43.1961,0.4914,1.0013
209831.0233,626315.2589,3.0172,8.8974,288,24.9535,0.5522,NA
209825.0518,626315.0736,3.5063,8.9059,275,24.7022,0.5994,NA
209812.8202,626314.8865,2.7891,11.2213,303,38.6966,0.4518,0.7307
209806.7684,626314.7582,3.0195,7.8678,315,47.7161,0.5446,NA
209800.5516,626314.7197,3.222,7.2025,344,53.631100000000004,0.3993,0.5256
209788.5689,626314.7227,5.2829,5.9462,335,46.1169,0.4942,NA
209780.5462,626315.3248,5.5305,5.9044,343,32.8892,0.5546,0.1341
209774.3022,626315.3155,6.5628,4.7533,332,28.587,0.335,-0.2809
209863.4357,626314.6607,2.691,8.4405,273,41.4887,0.4813,NA
209832.3416,626314.5433,2.9158,9.0152,287,26.5504,0.4517,NA
209819.534,626314.6554,3.1686,10.3779,280,29.9444,0.4615,NA
209794.35,626314.6729,4.7176,5.8813,339,52.3047,0.398,1.3974
209781.8485,626314.6177,6.3415,5.8082,346,35.2649,0.475,0.4605
209775.6205,626314.5999,7.2817,4.8762,342,29.1883,0.5228,0.1091
209826.3854,626314.3496,3.495,9.0668,276,24.6893,0.3662,NA
209864.7976,626313.9213,2.7879,8.1992,276,41.9536,0.5398,NA
209857.9666,626314.2411,2.644,9.0158,292,43.9479,0.4356,NA
209839.8071,626313.8903,2.776,8.8505,289,35.2541,0.4568,NA
209833.6599,626313.8276,2.8371,9.0923,289,28.6252,0.4626,NA
209827.7191,626313.6256,3.4454,9.1477,277,25.0386,0.3811,NA
209820.8727,626313.9286,3.2162,10.1514,282,28.15,0.4764,NA
209814.1663,626314.1558,2.9984,11.0354,302,37.0949,0.4447,NA
209808.1432,626314.012,3.0689,8.3391,317,46.1928,0.5456,0.5799
209801.8981,626313.9888,3.255,7.2568,343,52.6001,0.4655,NA
209795.6682,626313.9572,3.7639,6.4288,348,53.3243,0.4238,NA
209789.8699,626314.0164,5.4986,5.8147,335,47.6287,0.5385,0.5311
209783.1509,626313.9107,6.1707,5.8867,344,38.023,0.3568,0.099
209776.9388,626313.8842,7.0017,5.1041,345,29.774,0.4441,NA
209859.3303,626313.5007,2.6093,8.9956,293,44.7322,0.4624,1.0446
209815.5124,626313.4249,3.0609,10.942,304,34.5251,0.473,0.9139
209866.1596,626313.1819,2.7363,8.2971,279,42.389,0.4588,1.1108
209853.8458,626313.1237,2.8463,8.5737,288,44.5781,0.4318,NA
209841.1474,626313.1628,2.7774,8.8602,289,37.5209,0.44,NA
209834.9781,626313.112,2.8056,9.2223,288,31.0079,0.4493,0.8727
209829.0526,626312.9016,3.3851,9.0665,278,26.0921,0.3882,NA
209822.2114,626313.2019,3.2321,10.3509,284,26.9559,0.5272,0.6785
209809.5179,626313.2657,3.0789,8.2072,317,43.5495,0.5451,NA
209803.2446,626313.2579,3.2613,7.1772,341,51.0527,0.4867,0.7239
209796.9865,626313.2416,3.3863,6.7235,352,53.7137,0.3924,NA
209784.4533,626313.2037,6.9702,5.7757,346,39.7447,0.3855,NA
209778.2571,626313.1686,7.9934,5.0194,350,31.2696,0.2646,NA
209860.6939,626312.7604,2.6058,8.9884,290,45.6782,0.4556,1.0161
209816.8586,626312.6942,3.0778,10.7011,307,32.2846,0.5123,NA
209804.5909,626312.527,3.1799,7.0648,337,49.0909,0.4333,0.3822
209798.3048,626312.5259,3.22,6.9414,353,53.4803,0.4117,NA
209792.472,626312.6039,5.0919,5.5893,342,51.7277,0.5199,NA
209867.5217,626312.4426,2.6118,8.3267,279,43.1526,0.4793,NA
209855.1897,626312.3941,2.8273,8.5198,288,45.6649,0.4482,0.639
209836.2964,626312.3963,2.7944,9.352,288,32.7125,0.4804,0.6265
209810.8927,626312.5193,3.0633,7.7654,318,40.8707,0.5564,0.7639
209785.7558,626312.4965,7.4908,5.5792,348,42.772,0.3834,0.1163
209779.5753,626312.4529,8.8575,5.0673,353,33.3386,0.4097,0.2956
209862.0577,626312.0201,2.5948,8.9936,292,45.3458,0.458,1.2696
209830.3863,626312.1777,3.2904,9.2984000000000009,276,27.7662,0.4812,NA
209818.2047,626311.9634,3.118,10.8803,300,30.483,0.5487,NA
209793.7729,626311.8978,4.1331,5.8242,349,52.9445,0.4368,NA
209856.5334,626311.6646,2.7609,8.5727,288,46.7899,0.4722,NA
209837.6147,626311.6807,2.8127,9.453,289,35.2535,0.4377,0.6878
209831.7199,626311.4536,3.0993,9.5659,277,29.2743,0.5145,0.7713
209824.8888,626311.7484,3.3987,10.5507,282,26.717,0.5531,0.2264
209812.2674,626311.773,3.0688,7.4812,317,38.2755,0.5382,0.6145
209805.9373,626311.796,3.1674,7.011,332,46.834,0.5019,0.5863
209799.623,626311.8103,3.2495,7.0576,348,53.0372,0.4474,0.3898
209787.0582,626311.7895,6.7692,5.6234,348,45.7116,0.3743,0.0495
209780.8936,626311.7373,8.6604,5.001,353,35.9139,0.2627,-0.1321
209774.4368,626311.829,9.8951,4.172,343,28.9482,0.3177,0.398
209863.4212,626311.2799,2.5882,8.9393,294,46.0623,0.4743,NA
209819.5507,626311.2327,3.1506,10.8138,303,29.8393,0.4408,NA
209795.074,626311.1914,3.628,6.1325,356,53.3669,0.4684,1.2815
209864.7849,626310.5395,2.5609,5.6038,293,46.6766,0.388,1.5005
209857.8772,626310.9351,2.6667,5.1338,291,47.942,0.4518,0.5996
209852.548,626310.4564,2.877,4.19,286,47.4969,0.3456,NA
209838.9329,626310.965,2.7984,5.5112,290,37.7086,0.4803,NA
209833.0535,626310.7297,3.1399,5.8836,279,31.6564,0.4696,NA
209826.2274,626311.0216,3.3521,6.2843,283,27.3893,0.5803,0.3834
209820.8969,626310.5019,3.1157,6.9922,303,28.6818,0.4827,NA
209813.6421,626311.0268,3.1937,6.3731,318,35.8755,0.5351,NA
209807.2837,626311.0651,3.1333,6.434,325,45.4227,0.5653,0.2845
209802.2596,626310.379,3.4256,8.9232,347,50.3259,0.4608,NA
209800.9413,626311.0946,3.3804,8.4442,346,51.9087,0.452,NA
209796.375,626310.4851,3.3977,9.7835,0,53.5801,0.4951,0.8018
209789.663,626310.3754,5.7558,10.5578,351,49.7707,0.2381,2.9285
209788.36060000001,626311.0825,6.4771,6.9098,351,47.3401,0.4752,NA
209782.2119,626311.0216,8.7291,6.4544,353,37.617,0.2923,0.4202
209777.0374,626310.4172,9.6841,5.5931,353,31.7926,0.3481,0.032
209775.7371,626311.123,10.0559,4.2987,349,30.0625,0.2722,NA
209859.221,626310.2057,2.6857,8.5865,291,49.0607,0.3952,NA
209840.2512,626310.2494,2.7723,9.5018,291,39.9967,0.4535,0.7709
209827.5661,626310.295,3.2604,10.431,284,28.7391,0.5858,0.2519
209815.0169,626310.2804,3.2235,7.8771,317,34.7017,0.5371,0.489
209808.6301,626310.3342,3.1455,6.708,324,42.9581,0.4993,NA
209783.5301,626310.306,7.8358,5.2893,355,40.6946,0.3098,0.2466
209853.8702,626309.7386,2.8482,8.4771,285,47.7971,0.4239,NA
209834.3871,626310.0057,3.0786,9.7507,281,34.2428,0.4567,1.6454
209828.9048,626309.5682,3.1271,10.651,283,30.6677,0.4502,NA
209822.243,626309.7711,3.2986,10.1355,306,28.2888,0.4355,0.5063
209816.3916,626309.5342,3.2639,7.6109,318,32.8655,0.4582,0.4135
209803.5779,626309.6633,3.2145,6.9432,347,49.2218,0.4803,NA
209797.6759,626309.7788,3.3841,6.6724,354,53.2975,0.4847,NA
209784.8484,626309.5903,6.5903,5.4698,356,43.8274,0.3848,0.1213
209778.3377,626309.7113,8.597,4.4692,357,33.1038,0.3943,-0.0609
209867.5123,626309.059,2.6076,8.7875,291,47.8534,0.4652,1.3071
209823.5892,626309.0404,3.3316,10.5773,303,28.5994,0.4274,0.592
209798.9769,626309.0725,3.4326,6.7297,351,52.8579,0.4904,NA
209861.9087,626308.7466,2.632,8.5833,293,51.2297,0.4947,0.6922
209855.1922,626309.0209,2.8195,8.4501,284,49.239,0.4686,0.6152
209856.5144,626308.3031,2.8183,8.4618,284,50.6979,0.5037,0.6334
209837.0544,626308.5577,2.9995,10.1026,285,38.7216,0.3764,NA
209824.9353,626308.3095,3.2337,10.2633,303,29.4001,0.4674,0.3552
209817.7664,626308.7877,3.2909,8.4021,317,31.5016,0.5849,NA
209811.3229,626308.8723,3.308,6.7179,322,38.1659,0.4433,1.0799
209804.8961,626308.9477,3.1213,6.8671,344,47.1428,0.5055,NA
209800.278,626308.3662,3.4087,6.7377,349,51.708,0.438,1.4425
209793.5701,626308.2543,3.9213,5.8435,2,53.3255,0.3991,1.1224
209787.485,626308.159,5.3489,5.6878,358,48.4659,0.3556,0.1219
209786.1667,626308.8747,6.031,5.5358,356,46.8072,0.2771,0.3196
209780.9382,626308.2995,7.3152,5.043,359,38.1345,0.3603,NA
209779.6379,626309.0054,8.2095,4.841,357,35.1875,0.3325,NA
209831.5822,626308.1147,3.2423,10.4943,282,34.9439,0.5065,1.3141
209819.1411,626308.0415,3.1992,8.0193,316,30.7113,0.558,0.3594
209812.6693,626308.1414,3.2827,6.8212,323,36.9715,0.4035,NA
209863.2525,626308.017,2.5941,8.665,294,52.0487,0.4339,1.203
209857.8366,626307.5854,2.8671,8.4467,287,52.1232,0.4865,0.6271
209850.8709,626307.7866,2.8303,8.6538,285,48.7643,0.3912,0.7002
209826.2814,626307.5788,3.1523,9.8844,305,30.8288,0.567,NA
209801.5791,626307.6599,3.1655,6.9697,349,50.136,0.5706,0.0894
209782.2385,626307.5935,6.317,5.2423,2,40.0388,0.2053,0.2415
209852.1955,626307.068,2.8207,8.7778,285,50.3913,0.4289,NA
209832.9209,626307.388,3.212,10.5784,284,37.6489,0.4973,NA
209820.5157,626307.2952,3.1845,8.1438,315,30.5623,0.545,NA
209814.0158,626307.4105,3.2348,6.8304,322,35.0681,0.4665,NA
209807.5327,626307.5164,3.3809,6.1028,333,42.903,0.4241,0.646
209794.8726,626307.5473,3.6497,6.0585,7,53.736,0.4214,NA
209788.8032,626307.4434,4.8741,5.6692,359,50.3281,0.3961,0.7004
209802.88,626306.9536,3.085,7.0292,350,48.2394,0.4928,0.9089
209865.9401,626306.558,2.5634,8.703,296,53.2507,0.4448,NA
209859.1587,626306.8676,2.8196,8.4351,288,53.3114,0.5283,NA
209853.52,626306.3495,2.8375,8.7823,286,52.0358,0.4087,0.9035
209834.2596,626306.6613,3.1806,10.5975,288,40.3223,0.5304,NA
209828.9736,626306.1173,3.0676,10.032,302,35.2596,0.5161,NA
209827.6275,626306.8479,3.0729,10.3903,304,32.8304,0.5122,NA
209821.8906,626306.549,3.3129,7.828,311,31.0187,0.5236,0.7472
209815.3621,626306.6796,3.2812,6.7699,323,33.5663,0.5595,0.2014
209810.1692,626306.0851,3.7528,5.8464,331,39.3236,0.5614,0.6915
209808.851,626306.8007,3.7447,6.0715,333,41.5721,0.579,NA
209804.1809,626306.2473,3.1155,6.9909,349,47.0438,0.5677,0.6641
209797.4774,626306.1332,3.6898,6.2821,359,53.1692,0.3881,NA
209796.175,626306.8403,3.7768,6.3327,5,53.5225,0.3869,NA
209791.4398,626306.0121,4.5935,5.4543,2,53.4804,0.3061,0.5417
209790.1215,626306.7277,4.7532,5.5441,1,52.2197,0.3872,0.4564
209784.8391,626306.1818,5.7178,5.5503,3,46.4295,0.4362,NA
209783.5389,626306.8877,5.9829,5.504,2,43.2859,0.2677,NA
209835.5982,626305.9346,3.1762,10.5029,286,40.9894,0.4921,NA
209816.7086,626305.9487,3.2589,6.9867,320,32.4335,0.5119,0.4837
209867.2839,626305.8285,2.594,8.7469,295,53.234,0.4096,0.9576
209861.803,626305.4321,2.7418,8.439,290,55.5171,0.5793,0.3261
209836.9369,626305.2078,3.1897,10.4781,291,43.3969,0.5341,1.3317
209830.3197,626305.3865,3.1775,9.5242,304,37.938,0.5251,0.6301
209824.64,626305.0565,3.2051,8.0634,311,33.5752,0.5493,NA
209823.2653,626305.8027,3.2299,8.0443,311,31.9798,0.5271,0.6718
209811.4875,626305.3694,4.0308,5.8532,336,37.2662,0.5195,NA
209805.4821,626305.5411,3.5693,6.297,342,44.8571,0.5642,0.766
209798.7797,626305.4262,3.7018,6.2102,355,52.1088,0.458,NA
209792.7581,626305.2964,4.4255,5.4802,10,53.979,0.3635,0.7015
209786.1394,626305.4759,5.4464,5.5609,4,49.2633,0.4297,-0.0065
209806.783,626304.8349,4.1787,5.9754,338,42.6126,0.553,NA
209787.4397,626304.77,5.4943,5.5578,5,50.8017,0.2943,NA
209863.1251,626304.7144,2.71,8.4555,290,56.1677,0.4755,NA
209864.4473,626303.9966,2.6516,8.5108,292,56.7655,0.4263,0.9092
209857.4936,626304.1938,2.9421,8.6893,287,56.3124,0.4322,0.7529
209850.8812,626304.574,2.8347,9.6739,287,52.1743,0.3494,NA
209831.6659,626304.6557,3.315,9.1966,305,39.9191,0.4984,0.768
209826.0147,626304.31,3.2133,7.7852,312,35.7049,0.6041,0.4051
209819.4013,626304.4867,3.2987,6.7852,323,32.0157,0.5397,NA
209812.8058,626304.6538,4.1846,5.7946,341,35.5076,0.6046,0.3776
209808.084,626304.1286,4.4684,5.552,336,41.3591,0.6264,NA
209801.3845,626304.012,3.3508,6.6052,355,48.8251,0.5393,0.2396
209800.0822,626304.7192,3.6321,6.3031,357,50.6264,0.4465,NA
209794.0763,626304.5808,4.4257,5.6319,12,54.2014,0.4771,0.181
209788.7399,626304.0641,5.2599,5.5269,4,52.8078,0.427,0.4402
209833.0121,626303.9249,3.356,9.457,307,42.5914,0.4669,0.5548
209814.124,626303.9381,4.3241,6.0333,342,34.7441,0.4636,0.5825
209795.3946,626303.8651,4.5071,5.7851,9,53.8138,0.4778,NA
209820.7477,626303.7559,3.3933,6.7658,326,32.5127,0.4779,0.8054
209865.7694,626303.2789,2.5627,8.5386,292,56.7946,0.4467,NA
209858.8182,626303.4753,2.8597,8.7811,288,57.578,0.448,NA
209834.3581,626303.1941,3.3572,8.9678,305,45.034,0.4835,0.6794
209827.3895,626303.5638,3.1807,7.626,313,38.2102,0.5939,NA
209815.4423,626303.2225,4.2018,6.0248,339,33.6923,0.49,NA
209809.385,626303.4224,5.0428,5.2107,338,39.2377,0.6297,0.6055
209802.687,626303.3051,3.441,6.9704,353,47.7051,0.47,NA
209790.0402,626303.3582,4.9133,5.3769,6,54.1644,0.3889,0.4142
209860.1428,626302.7566,2.809,8.9093,288,58.5637,0.4659,1.2928
209853.5416,626303.13,2.9143,9.5137,287,54.8277,0.4206,NA
209828.7643,626302.81740000006,3.2684,7.9083,312,40.0566,0.5317,NA
209822.0941,626303.0249,3.3488,6.9002,318,33.6711,0.4857,NA
209810.686,626302.716,5.1261,5.0473,342,37.3254,0.5948,NA
209796.7129,626303.1495,4.2867,5.7101,4,53.3975,0.4038,NA
209791.3406,626302.6524,4.7903,5.2379,9,54.7363,0.3857,0.6695
209867.0915,626302.5611,2.5434,8.5899,290,56.437,0.5069,0.1428
209854.8718,626302.408,2.9215,9.7201,287,56.2961,0.4615,NA
209848.0079,626302.6113,2.7409,10.5756,291,52.1051,0.3887,NA
209835.7042,626302.4634,3.2982,8.7966,305,47.1302,0.3957,1.3603
209823.4406,626302.2941,3.4932,6.8073,320,34.8298,0.5269,NA
209803.9894,626302.598,3.7668,6.816,346,45.5916,0.435,NA
209798.0311,626302.4338,4.168,5.7056,5,52.2076,0.2751,NA
209861.4673,626302.038,2.7926,8.7012,288,59.1849,0.4986,NA
209856.2019,626301.686,2.9392,9.9208,287,57.1932,0.4728,1.1444
209849.3262,626301.8956,2.7617,10.5074,291,52.9031,0.4022,NA
209830.139,626302.0711,3.3297,7.6772,311,42.7529,0.5673,0.2859
209818.0789,626301.7912,4.2409,6.1144,343,33.2994,0.5728,NA
209811.9871,626302.0096,5.2446,5.1397,346,36.406,0.523,0.7808
209805.2919,626301.8909,4.5909,6.5051,333,43.3999,0.4086,0.4313
209799.3494,626301.7182,4.0485,5.8369,7,50.634,0.3617,0.1611
209792.6409,626301.9464,4.698,5.3855,13,55.0124,0.5028,0.6506
209824.787,626301.563,3.4266,6.642,321,36.8882,0.45,NA
209850.6444,626301.18,2.8234,10.4802,290,54.0615,0.3731,0.7327
209831.5136,626301.3249,3.3433,7.535,309,45.3043,0.4825,NA
209813.288,626301.3035,5.1975,5.1233,349,35.0532,0.4645,NA
209793.9411,626301.2406,4.7039,5.4682,11,54.6681,0.4904,0.4414
209864.1164,626300.601,2.5735,9.0516,285,59.2521,0.4455,1.773
209832.8885,626300.5784,3.3612,7.3782,309,47.5389,0.5281,0.0841
209826.1333,626300.8322,3.4603,6.9128,325,39.3231,0.5027,NA
209819.3971,626301.0755,4.0625,6.0103,340,33.8202,0.5573,NA
209814.5891,626300.5971,5.3883,5.1995,350,34.1724,0.5584,NA
209800.6677,626301.0025,3.9978,6.2595,3,48.7707,0.4192,NA
209795.2414,626300.5346,4.7376,5.383,9,54.2918,0.5424,0.3486
209858.8624,626300.242,2.7691,9.9019,286,59.3371,0.4814,0.464
209860.1925,626299.5201,2.6932,10.2035,285,59.9862,0.4339,NA
209851.9627,626300.4643,2.8815,10.5617,288,55.1991,0.3753,NA
209853.281,626299.7487,2.8505,10.643,288,56.2951,0.3868,0.9345
209846.7597,626299.8753,2.7253,10.4134,301,52.3491,0.4338,NA
209834.2632,626299.8322,3.3045,7.331,309,48.6599,0.4921,NA
209822.0337,626299.6442,4.4133,5.73,341,36.6969,0.6173,0.346
209820.7154,626300.3599,4.3046,5.9059,342,34.9724,0.5924,0.1059
209815.8901,626299.8909,5.4066,5.3415,353,33.7771,0.5195,0.4088
209809.1991,626299.7698,5.1727,5.2988,333,38.1019,0.5805,NA
209807.8966,626300.477,5.1985,5.4476,330,40.0472,0.3705,NA
209803.3042,626299.5712,4.2681,6.3173,353,45.4988,0.3603,NA
209801.986,626300.2869,3.9527,6.3243,358,47.6423,0.5005,NA
209796.5417,626299.8288,4.7244,5.3645,12,53.1974,0.6026,NA
209854.5993,626299.033,2.8795,10.5949,288,56.7781,0.3805,1.0019
209848.078,626299.1596,2.6983,10.2526,298,53.0599,0.4259,NA
209828.8262,626299.3704,3.3626,6.9208,319,44.533,0.5172,0.1653
209817.191,626299.1846,5.0616,5.3816,353,33.896,0.553,NA
209810.5016,626299.0629,5.1244,5.0068,335,36.6149,0.5412,NA
209797.8419,626299.1228,4.6191,5.4564,12,51.7112,0.5399,NA
209861.5227,626298.798,2.5915,9.8486,283,60.2159,0.4085,NA
209849.3962,626298.444,2.702,9.9981,299,53.775,0.5184,0.5998
209830.1726,626298.6393,3.4715,6.735,322,46.1087,0.4898,-0.0717
209823.3519,626298.9286,4.6609,5.7943,343,38.0271,0.5722,0.4167
209818.4921,626298.4783,5.236,5.4023,353,34.4936,0.5806,0.7414
209804.6225,626298.8555,4.8013,6.3889,338,43.2902,0.5824,0.0567
209799.1423,626298.417,4.7637,5.4876,10,49.9088,0.3868,NA
209811.8039,626298.3557,5.2015,4.9581,339,35.8328,0.4538,1.7219
209862.853,626298.0761,2.4886,10.2113,281,60.3228,0.4493,0.7144
209855.9175,626298.31740000006,2.8746,10.7071,287,57.8209,0.3635,1.5339
209857.2358,626297.6017,2.812,10.7101,288,58.6507,0.3584,NA
209850.7145,626297.7283,2.7149,9.8625,300,54.0337,0.4078,0.8432
209844.6484,626297.6079,2.8519,7.81,308,51.8326,0.2304,NA
209831.5189,626297.9085,3.4033,7.3166,321,48.2321,0.5955,-0.0633
209825.9885,626297.4972,4.3338,5.5133,344,42.8659,0.5688,0.2491
209824.6702,626298.2129,4.4761,5.6291,340,40.3716,0.4579,1.2346
209819.7932,626297.772,5.5214,5.2564,351,35.7082,0.3736,NA
209807.2591,626297.4242,5.0819,5.9956,327,39.9298,0.5062,0.8091
209805.9408,626298.1399,4.961,6.1312,332,41.1082,0.6332,NA
209800.4426,626297.7111,4.8282,5.5309,4,48.8078,0.496,0.3247
209865.5133,626296.6321,2.3328,10.7766,278,59.5659,0.3891,1.5792
209858.5541,626296.8861,2.7161,10.9128,292,59.2552,0.3534,NA
209852.0328,626297.0127,2.7963,10.0502,299,54.7126,0.5044,NA
209853.3511,626296.297,2.857,9.5769,297,55.3917,0.4599,0.9309
209832.8654,626297.1775,3.3054,7.2559,316,49.8794,0.5567,NA
209827.3068,626296.7816,4.518,5.4235,346,44.7526,0.4944,0.0649
209822.3951,626296.3596,5.3138,5.2599,351,38.7248,0.5007,1.0734
209821.094,626297.0658,5.4166,5.3093,351,36.7272,0.5108,0.9185
209814.4088,626296.9417,5.0992,5.0046,349,34.2801,0.457,0.4223
209808.5773,626296.7086,5.0919,5.6725,327,37.9989,0.59,NA
209803.0431,626296.2993,4.9343,5.5899,355,44.4387,0.5557,NA
209801.7429,626297.0052,4.9601,5.641,0,46.6746,0.4182,0.4962
209815.7111,626296.2345,5.1447,5.0844,353,34.2908,0.5748,0.3248
209859.8724,626296.1704,2.5966,10.9224,296,59.3016,0.4173,1.1936
209866.8435,626295.9101,2.2094,10.6534,278,59.1323,0.3991,0.946
209861.1906,626295.4548,2.5067,10.6766,295,59.4649,0.431,NA
209854.6693,626295.5814,2.966,9.0962,301,55.4623,0.4536,NA
209847.4155,626296.1057,2.8693,7.9782,313,51.9512,0.5358,0.7718
209848.7991,626295.3545,2.8354,7.2973,313,52.0675,0.4346,NA
209829.9433,626295.3503,4.4077,5.267,341,48.2155,0.4931,0.6826
209828.625,626296.0659,4.5703,5.514,343,46.1854,0.5578,NA
209823.6961,626295.6532,5.3479,5.0988,350,41.0184,0.5181,NA
209817.0135,626295.5276,5.3437,5.0796,352,34.7493,0.5805,0.3836
209811.2139,626295.2773,5.0771,5.3106,332,35.7982,0.4901,NA
209809.8956,626295.9929,5.1337,5.4376,327,36.3764,0.5352,NA
209804.3434,626295.5933,5.195,5.5004,344,43.1675,0.534,0.3919
209862.5089,626294.7391,2.4538,5.1412,300,59.3521,0.4911,NA
209855.9876,626294.8657,3.0468,5.6149,305,56.0249,0.4881,NA
209850.1827,626294.6035,2.9522,7.7199,315,52.2742,0.5257,NA
209843.3167,626295.0292,3.1096,8.7102,315,50.6283,0.2777,0.3017
209831.2616,626294.6346,4.7322,11.2585,345,49.7609,0.5213,NA
209824.9971,626294.9469,5.1302,10.5404,352,43.4092,0.5558,0.1319
209818.3159,626294.8205,5.4417,6.7369,351,35.8162,0.5032,NA
209812.5321,626294.5616,4.9018,5.0888,334,34.8202,0.5048,0.7737
209805.6437,626294.8875,5.4128,5.0991,342,40.9452,0.6,NA
209857.3059,626294.1501,3.2323,8.3938,311,56.474,0.4149,NA
209844.6621,626294.2988,3.1083,6.3566,315,50.0851,0.395,NA
209826.29810000001,626294.2407,5.0466,5.1012,352,44.7695,0.5645,0.0345
209806.6408,626294.3463,5.3358,5.6664,338,39.7409,0.5666,1.2985
209819.6184,626294.1134,5.2524,5.0711,352,36.6964,0.4654,NA
209863.8272,626294.0235,2.3432,10.8362,303,58.9611,0.4652,1.0371
209865.1454,626293.3078,2.2483,10.2564,300,58.4668,0.4683,NA
209858.6242,626293.4344,3.1144,7.5359,311,56.7579,0.481,0.7044
209851.5662,626293.8524,3.2871,7.169,318,52.0766,0.5305,NA
209852.9497,626293.1013,3.5902,6.5475,320,52.3743,0.4616,1.3378
209846.0075,626293.5684,3.3199,6.17,319,49.5056,0.5002,NA
209827.5991,626293.5343,5.3108,4.9418,349,46.865,0.4258,0.1388
209820.9207,626293.4064,5.1713,5.1072,353,38.5357,0.572,NA
209813.8504,626293.846,4.8662,5.0178,338,34.3984,0.5217,NA
209866.4637,626292.5922,2.0466,9.832,303,57.7897,0.4341,1.2333
209859.9424,626292.7188,2.9009,6.8825,317,56.4527,0.5025,NA
209861.2607,626292.0031,2.8957,7.0411,321,56.4183,0.469,0.972
209854.3333,626292.3502,3.574,6.3045,319,52.7195,0.4471,1.0689
209847.3529,626292.838,3.4722,6.1659,324,49.0355,0.4898,0.4759
209848.6983,626292.1077,3.7296,6.0398,327,48.7265,0.5062,NA
209841.8296,626292.311,3.4586,6.3692,324,49.3319,0.4378,0.5543
209830.2012,626292.1218,6.3943,4.5545,348,49.2265,0.3782,0.3351
209828.9001,626292.8281,5.8096,4.8023,347,48.5502,0.4037,0.2693
209822.2232,626292.6995,5.1236,5.0482,351,40.6737,0.5414,NA
209823.5256,626291.9924,5.1299,4.8996,349,42.9122,0.4934,NA
209862.579,626291.2875,2.7769,6.8784,325,56.1878,0.4073,NA
209855.7169,626291.5992,3.808,6.2338,322,53.0583,0.5386,0.7139
209850.0438,626291.3773,3.7719,5.8858,327,48.2454,0.4049,1.2102
209843.1235,626291.6086,3.77,6.1588,326,48.5386,0.4783,0.7021
209824.828,626291.2854,5.7241,4.8141,350,44.1341,0.5916,NA
209844.4173,626290.9062,3.9288,6.0422,326,47.5682,0.4455,0.8817
209857.1005,626290.848,3.6425,6.331,324,53.332,0.4037,1.0584
209863.8972,626290.5718,2.6327,6.7565,325,55.784,0.4116,NA
209851.3891,626290.6469,3.9633,5.7621,328,48.1822,0.4551,NA
209826.1303,626290.5783,6.0422,4.6199,349,46.0943,0.4013,0.4967
209858.4839,626290.097,3.3723,6.4632,327,52.9842,0.4577,NA
209852.7345,626289.9165,4.0703,5.7896,328,49.114,0.3498,NA
209845.7112,626290.2039,4.0486,5.902,327,46.7276,0.4315,1.1631
209865.2155,626289.8562,2.5902,6.9115,330,55.1373,0.4503,0.8719
209827.4328,626289.8713,7.1466,4.4014,346,47.6516,0.4765,NA
209859.8675,626289.3458,3.1023,6.4989,330,53.0639,0.4184,1.2285
209847.0051,626289.5014,4.05,5.7849,327,46.0092,0.4333,1.386
209840.609,626289.5601,4.0105,6.0064,334,47.4629,0.3627,1.0062
209866.5338,626289.1405,2.6589,6.8997,330,54.5637,0.5536,NA
209854.0799,626289.1862,3.9273,5.7002,327,49.3208,0.3629,NA
209848.2989,626288.7991,4.1044,5.7044,329,45.458,0.4022,1.3687
209841.8439,626288.8898,4.0833,5.9339,333,46.1887,0.5036,0.2968
209828.7352,626289.1642,8.0049,4.0608,348,48.2415,0.4444,NA
209861.2511,626288.5948,3.0303,6.513,330,52.9916,0.3415,NA
209855.4253,626288.4557,3.7986,5.8033,327,49.0077,0.3914,1.4574
209862.6347,626287.8437,2.8489,6.5423,331,52.7755,0.458,0.7443
209856.7707,626287.7254,3.3839,5.8563,329,49.2396,0.4246,NA
209849.5927,626288.0966,4.0766,5.5946,329,45.1383,0.3655,1.7425
209843.0788,626288.2194,4.1294,5.8395,332,45.2503,0.4148,0.7431
209844.3137,626287.5489,4.1466,5.7513,330,44.1488,0.3494,1.3047
209864.0182,626287.0926,2.8371,6.5182,333,52.438,0.4203,0.9492
209858.1161,626286.995,3.2266,6.0375,332,49.419,0.5278,NA
209850.8866,626287.3943,3.9903,5.5272,329,45.0317,0.3822,1.5128
209852.1805,626286.6918,3.8454,5.4797,330,44.6874,0.4042,NA
209845.5487,626286.8785,4.1451,5.7795,330,43.9173,0.4887,0.617
209865.4017,626286.3415,2.8931,6.483,333,52.0127,0.453,NA
209840.0573,626286.4461,4.1883,5.797,343,45.3649,0.4566,NA
209859.4616,626286.2647,3.1273,6.2902,334,49.5046,0.4833,0.7634
209853.4744,626285.9895,3.7014,5.446,330,44.8369,0.3861,NA
209846.7837,626286.2082,4.1342,5.7114,330,43.2313,0.4064,0.7967
